Bedrooms,Square Footage,Location,Age of House,Bathrooms,Sale Price
1,2758,Rural,3,1,785801
3,1774,Rural,43,3,168009
2,1356,City,1,1,691857
1,3434,City,12,3,966000
4,3858,Rural,16,3,901541
3,2709,City,34,3,996912
3,2877,Rural,22,3,931243
2,827,Rural,36,2,379588
2,2108,City,27,2,431597
2,2806,City,44,3,506466
3,1799,City,20,1,329710
3,3989,Suburb,6,2,85204
1,3564,Rural,6,1,181780
3,2777,City,22,1,214991
1,2836,Suburb,36,2,287189
2,2237,Suburb,25,3,749833
4,3994,City,20,1,113756
3,3427,Rural,46,3,226956
2,1231,City,29,2,179883
4,1643,Suburb,33,2,496211
2,2102,City,25,3,217623
4,3324,Suburb,1,3,913297
3,1804,City,27,1,708288
2,1329,Rural,45,2,599141
3,1462,Suburb,30,2,763260
1,998,Suburb,11,1,853879
2,879,City,15,1,467115
4,3719,Rural,32,3,942966
2,2355,City,24,2,458994
5,890,City,8,2,583821
5,2167,Suburb,29,2,657351
1,3675,City,45,3,980462
2,3730,City,6,2,841616
2,2769,Rural,21,2,363870
4,2517,Suburb,24,2,105099
4,1996,Rural,27,2,134264
4,2507,City,25,3,727453
2,2689,Suburb,33,2,894045
2,2336,Rural,11,1,165184
5,2543,City,2,3,957676
3,2186,Rural,6,2,765281
4,3071,Suburb,24,1,457948
3,2172,City,20,2,946639
3,1191,City,18,2,987597
1,3069,Rural,45,3,759393
2,2605,Suburb,38,1,923074
2,2566,City,21,3,134292
5,3428,Rural,33,3,744393
2,2445,Rural,38,1,762921
1,3587,Suburb,47,2,261190
2,2433,Rural,36,2,933150
4,3790,Suburb,2,3,393495
4,1321,Suburb,2,2,755039
5,3686,Suburb,23,2,60368
4,1347,Suburb,18,1,609480
1,2606,Rural,8,1,897051
2,1620,City,11,3,649233
3,3775,Suburb,4,1,950633
2,3245,City,40,3,464090
1,2708,Rural,33,2,879689
2,3045,Suburb,2,3,849276
2,3789,City,12,3,893700
4,1996,Rural,24,1,643686
1,1389,Rural,44,1,686160
4,1630,Suburb,46,3,385818
5,2580,Rural,48,1,135615
5,1493,Rural,49,2,831219
1,2104,Rural,8,2,657397
1,1473,Rural,4,3,194016
5,2468,Suburb,13,2,540672
3,1750,Rural,19,3,706169
5,2073,Suburb,19,2,356193
2,1100,City,33,2,757070
5,876,Rural,1,2,748781
5,2619,Rural,5,3,551879
4,1133,Suburb,21,1,556590
1,1390,Suburb,45,3,621701
4,865,Suburb,10,3,451925
4,3814,Suburb,37,3,686537
4,2359,Rural,24,2,858525
2,3076,Rural,30,1,540535
1,3546,Rural,46,2,67772
5,3555,Rural,29,3,914612
2,1059,City,41,3,119811
4,2131,Suburb,45,1,935257
2,2652,Rural,29,2,912725
2,3718,Suburb,2,1,522386
4,1548,Suburb,14,1,206880
4,3172,Suburb,38,2,221996
2,1086,Suburb,21,3,338151
2,1578,City,7,1,890034
1,3174,Suburb,44,1,607487
1,2310,Suburb,44,3,950750
4,1983,City,48,1,893004
4,1999,Rural,37,1,220669
2,2968,Suburb,44,2,515919
3,3584,Suburb,16,2,758414
1,2911,City,25,1,191657
3,2744,City,29,3,668726
2,2261,City,29,3,240352
5,825,City,40,3,977822
5,3706,Rural,7,1,884142
5,2301,City,17,2,652093
5,3606,City,24,1,932798
2,2284,City,31,2,482043
1,1827,Rural,1,2,736919
1,3955,City,43,1,639005
3,2052,City,49,1,213362
4,801,Suburb,11,1,410655
5,2469,Rural,34,2,280864
1,2891,City,22,2,453515
2,907,Rural,15,2,439947
4,940,Suburb,41,2,588092
3,3159,Rural,18,1,348200
3,2457,City,45,1,504703
1,1237,City,44,3,179136
2,1227,City,21,1,605378
2,1960,City,21,1,367428
1,1286,Rural,26,3,321286
1,1407,Rural,24,1,838857
1,3814,Suburb,20,2,833932
1,3529,City,50,1,103003
2,2456,Rural,9,1,641469
2,2855,Rural,10,2,624463
1,1872,Suburb,27,2,792863
2,3285,Suburb,26,1,75760
3,1671,Suburb,9,3,304181
2,3021,Rural,4,2,829780
2,2677,City,30,3,842304
4,3009,Suburb,19,2,812515
2,1452,Suburb,35,2,592954
1,3599,City,33,2,165818
1,1298,City,19,2,481341
1,2719,City,22,2,980906
5,2756,Rural,18,1,512503
2,1175,City,46,3,863596
4,3972,City,22,2,868916
1,2712,City,12,1,161121
1,2266,Rural,40,3,880128
5,2607,City,43,2,778452
3,3913,City,22,2,442076
5,2630,Suburb,7,1,416667
1,1096,Rural,32,3,253050
1,3327,Rural,37,3,448481
2,2984,Rural,39,3,438252
3,1484,City,43,2,591920
1,1794,Suburb,45,1,244188
4,3048,Rural,4,2,564440
1,3682,Rural,34,1,179345
5,1968,Suburb,10,2,70254
5,3016,City,36,2,801925
2,2219,Rural,22,2,780243
1,1196,Rural,19,1,714165
1,1842,Rural,40,2,493509
2,1429,Rural,34,3,548303
1,2963,Rural,12,2,197025
3,2361,Rural,21,2,118162
2,2916,Rural,14,1,723640
2,3796,City,22,1,204734
3,2721,Rural,11,3,969641
4,1957,Rural,2,3,884893
1,1634,Rural,15,1,629606
1,1868,Suburb,24,1,336325
4,1173,Suburb,30,3,186729
5,3339,Suburb,17,2,315579
2,839,City,4,1,983183
2,3921,City,49,1,443253
5,2738,Suburb,45,3,805119
3,3184,City,29,2,249562
5,2865,Suburb,10,3,378976
3,1679,Rural,17,1,913551
2,2261,Rural,34,3,184820
1,3852,Rural,19,1,147417
3,2030,Suburb,31,2,151852
2,1089,Rural,27,3,944329
2,1769,Rural,32,3,902013
3,3089,City,15,1,563680
4,3576,City,3,1,300915
3,1218,Suburb,28,2,171908
2,3890,Rural,37,3,97163
1,3255,Suburb,39,2,414541
5,3544,Suburb,7,2,876804
4,1217,Suburb,16,2,962285
2,2320,City,4,2,635173
1,1986,Suburb,34,1,906270
4,1341,Suburb,34,1,810006
1,3742,City,36,2,722524
2,3347,City,28,3,197548
1,1636,City,34,2,857238
2,3787,Suburb,48,2,756588
1,1888,Rural,36,3,178693
1,3654,Suburb,19,2,344627
4,3025,Rural,18,3,545966
5,1513,Suburb,34,1,863128
4,3060,Suburb,50,1,462982
3,3432,Suburb,41,3,64395
3,3430,Rural,18,3,623728
2,2708,City,5,1,332587
1,2647,Rural,42,3,345417
4,1588,Rural,28,1,918629
1,3212,Suburb,21,3,166205
5,3801,City,14,3,879256
1,3873,Rural,15,1,516532
2,2185,City,32,3,123438
4,2596,Suburb,12,3,125353
3,1148,City,49,1,193858
5,3937,Rural,19,3,415015
1,3582,City,22,2,145808
5,2146,City,24,1,731298
5,3248,City,21,1,828216
5,3407,Rural,17,1,98944
5,2542,Rural,44,3,241409
4,3318,Suburb,5,1,391253
5,1048,Rural,6,2,164123
5,1387,Rural,4,3,822878
4,2798,Suburb,9,1,563887
2,2228,City,30,3,281651
3,3050,Suburb,50,3,74440
3,1433,Suburb,34,2,760508
5,2990,Rural,29,1,659629
5,966,Suburb,20,3,556583
3,3499,Suburb,1,1,145323
1,3885,Suburb,45,1,131784
1,2382,Rural,19,2,541104
5,3355,Suburb,29,3,908656
3,1736,Suburb,35,2,924440
1,3879,Rural,40,3,544876
1,1196,City,43,3,112219
3,1948,Suburb,26,1,958111
1,1569,City,7,3,236325
3,844,City,12,1,865868
4,2147,City,5,2,440479
5,3278,City,8,3,316257
3,3170,Rural,33,3,400319
2,1718,Suburb,5,1,51128
3,1436,City,46,2,389783
4,2325,Rural,11,3,154592
2,2746,City,13,1,405854
1,1245,Rural,29,2,664540
2,3010,Rural,18,1,899699
2,3305,Rural,46,2,610995
1,1818,Suburb,11,2,328500
2,3411,Rural,46,1,609771
1,3339,Rural,46,3,759952
2,1123,Rural,22,1,883163
1,3820,City,3,3,342533
3,1609,Rural,36,2,802964
4,2630,Rural,33,1,637394
4,3728,Rural,48,2,685395
2,1807,City,2,1,74278
4,3133,Rural,44,1,213895
4,1781,Rural,44,1,596642
2,2401,Rural,7,2,409187
1,2900,Rural,28,2,317775
5,3903,Rural,24,3,625748
3,3003,Rural,28,2,445157
4,1695,City,17,1,922895
2,1320,City,23,3,731112
1,3505,City,27,3,334102
2,1080,City,45,1,602662
5,2342,City,15,1,249572
4,3470,City,19,1,850332
5,806,City,17,2,722274
1,3962,Suburb,9,1,657208
3,2987,Suburb,18,1,254163
4,1244,City,29,3,673217
1,1295,Rural,36,3,521276
2,2028,Rural,27,1,149715
2,3967,Suburb,45,1,323055
3,3184,City,9,3,374800
3,1799,City,35,1,588574
4,2877,City,47,1,599944
1,2831,Suburb,35,2,957094
1,1527,City,35,2,620894
3,3981,Suburb,33,2,408435
5,2116,City,20,3,244190
3,1040,Rural,42,3,870308
3,2297,Suburb,45,2,149892
2,3205,City,50,1,673587
3,2225,Rural,45,1,269305
5,2738,Suburb,25,3,487009
2,1485,Rural,2,3,954550
2,1942,City,35,3,456958
5,2230,Rural,32,3,323576
5,3163,Rural,36,3,330298
2,3874,City,18,2,598627
2,2345,Rural,7,2,234537
2,3528,Rural,40,2,496381
5,1234,City,2,1,646057
1,2273,Suburb,10,3,966911
4,1979,Suburb,16,1,596424
4,3276,Suburb,35,3,500607
3,2765,Suburb,48,2,705647
5,3180,Rural,19,2,550833
2,2598,Suburb,33,3,813171
1,911,Rural,35,3,866566
3,883,City,30,1,865635
3,1876,Suburb,33,3,686791
2,1681,Rural,29,1,486760
5,1471,Suburb,11,3,451050
4,2015,Suburb,24,3,725909
1,2604,Suburb,32,2,939352
2,3128,Suburb,8,1,602098
1,915,City,48,2,669096
5,1837,Suburb,24,3,724294
5,2985,Rural,33,3,512466
3,2409,Suburb,25,1,291986
2,2761,Rural,37,3,891732
3,3214,Suburb,42,1,711223
3,2179,Rural,46,2,602116
1,3682,Suburb,6,2,783236
2,3400,Suburb,30,2,561553
2,3447,Suburb,43,2,633594
5,2180,Rural,20,3,745480
4,1516,Rural,23,2,462118
2,2946,Suburb,26,1,435657
3,1069,City,12,1,586114
2,1092,Suburb,3,2,158521
4,2827,Suburb,16,3,367723
1,2410,City,33,1,880543
5,1098,Rural,16,2,864728
5,2308,Suburb,47,3,538002
2,2686,City,33,3,734326
1,2613,Rural,3,1,208807
2,1635,City,16,3,632577
5,3564,Suburb,23,2,476258
1,2354,Rural,16,3,813539
2,3546,City,45,2,694298
5,845,City,39,1,323567
2,1088,Suburb,39,3,774824
3,1170,Suburb,21,3,652353
4,3677,Rural,29,1,912720
3,1060,Suburb,45,3,439634
1,1091,Suburb,8,2,386891
3,3574,City,3,2,660369
5,3491,City,16,1,833815
5,980,City,39,2,718239
2,3591,Rural,6,3,858939
3,858,Rural,39,1,937109
1,3381,Rural,24,2,295399
4,2615,City,42,1,626710
3,2322,Suburb,22,2,962546
1,1519,Rural,11,1,224840
3,1183,Rural,23,1,457538
3,3513,City,8,3,931057
2,1110,Suburb,26,1,509878
5,3566,City,40,2,687704
4,832,Suburb,10,2,779236
4,2104,City,37,1,689416
3,3356,Suburb,50,3,487075
2,1828,Rural,41,2,370113
3,2974,Rural,41,3,828105
3,2672,Suburb,42,1,484046
1,2185,Rural,22,2,98814
2,2051,Suburb,18,3,880167
1,3351,Suburb,12,2,441303
3,1527,City,30,2,932095
4,1302,City,42,1,109891
3,2834,Suburb,34,2,707442
4,3961,City,22,1,521771
1,2888,Suburb,32,3,850252
3,3580,City,14,2,153096
3,2735,Rural,4,1,384074
1,1874,Rural,47,3,643896
4,1512,City,19,1,423671
1,2779,Suburb,35,2,387268
3,2940,Suburb,18,1,485810
2,3427,City,32,1,196480
3,2336,Rural,36,3,356762
1,3633,City,15,2,146144
3,3597,City,25,1,561563
4,1679,Rural,35,3,989565
4,2669,Rural,45,2,418191
3,2473,Rural,11,1,247178
2,3240,Suburb,23,2,895339
1,3422,Rural,18,1,644126
1,2291,Rural,43,2,887071
2,3428,City,46,1,223607
1,2091,Rural,26,1,449201
5,2365,City,13,3,885242
1,825,Suburb,26,2,66389
2,1416,City,26,2,310283
5,2442,Rural,33,3,728574
2,3608,City,8,2,742343
1,1189,Rural,29,1,598012
1,2080,Suburb,13,2,953606
5,3607,Rural,1,2,795532
4,2666,City,44,2,379346
2,2299,City,27,2,348813
3,3900,City,28,2,235432
2,3300,Suburb,22,2,915102
5,1999,Suburb,48,1,208852
2,3282,Suburb,41,2,842373
4,1941,Suburb,14,1,691500
2,3269,Rural,10,3,680697
2,2367,Rural,14,1,999383
2,3328,Suburb,17,2,886563
3,1073,Suburb,44,1,457136
4,2584,Rural,41,3,53312
5,2377,Suburb,40,2,566304
4,3475,Rural,22,2,984037
2,1104,Suburb,2,2,68993
5,3232,Suburb,19,2,461766
4,2534,Rural,42,3,337401
4,1183,Rural,5,1,220639
3,2441,Suburb,48,3,561331
3,1658,Rural,7,1,486392
4,1260,City,50,3,375402
5,3482,Rural,39,2,819538
2,843,Suburb,35,3,996846
2,1337,Suburb,38,2,350932
3,1654,Rural,38,2,479160
2,1484,City,2,3,626314
5,3714,Rural,37,2,154753
1,1900,Suburb,29,3,658739
3,886,Rural,3,1,714240
2,3740,Suburb,36,1,613732
4,1909,City,11,3,73094
1,2090,Suburb,30,3,556002
5,2012,City,48,2,406075
5,1296,Suburb,9,1,523422
3,3175,Rural,36,3,180210
1,3996,Rural,44,1,924034
2,2470,Rural,31,3,791643
3,2648,Suburb,9,2,253295
1,931,City,8,3,101804
5,3196,Suburb,5,1,858558
4,1955,Suburb,16,2,640036
5,3228,Rural,24,2,69848
4,1783,Rural,7,2,109568
3,1443,Suburb,11,3,697987
1,3702,City,35,3,869174
3,1728,Suburb,14,1,722094
3,2882,Suburb,43,1,762910
2,2061,Rural,15,1,764835
5,2077,Rural,10,3,218893
5,1716,City,32,3,177916
4,1504,Suburb,9,1,360997
1,2055,Rural,38,1,143820
3,3135,City,16,3,80344
4,2608,City,35,1,832063
2,1372,City,25,3,991953
2,1014,City,46,3,333012
2,1614,Suburb,11,2,216157
5,2578,Suburb,19,3,406421
2,3998,Rural,30,1,240393
1,1787,Rural,49,2,720655
3,3945,Rural,44,3,902822
2,2508,City,44,1,395457
3,3071,Suburb,9,1,969164
4,3925,Suburb,25,2,537839
5,3119,City,45,2,356951
2,2629,Rural,47,1,179061
1,2326,Rural,27,1,932170
2,2657,Rural,5,1,784101
2,3076,Suburb,3,3,514058
4,2223,City,32,3,761022
1,2452,Rural,33,2,257846
2,3358,Suburb,46,1,208014
1,1207,Rural,47,1,92431
5,1765,Suburb,7,1,242251
1,2611,Suburb,7,2,989125
4,3489,City,16,1,736956
1,3892,City,6,2,306649
1,2795,Rural,8,2,985452
5,2829,Suburb,20,1,816528
5,1190,Suburb,20,2,97070
3,1704,Rural,13,3,598243
1,3362,City,50,3,121131
2,962,Rural,47,3,61537
5,3470,City,31,1,956687
5,1167,Rural,3,3,415731
4,1967,Suburb,5,2,228190
1,2666,Suburb,9,3,862731
1,2256,City,20,1,703341
1,3214,Suburb,17,2,688809
4,2712,Rural,35,3,409763
2,1391,City,26,1,441816
2,2708,Rural,45,2,607597
2,2650,Rural,23,1,848561
3,3698,Rural,16,2,634477
4,1089,Rural,29,2,422301
4,2431,Suburb,45,2,785428
3,984,City,50,2,858633
1,1131,City,28,1,92922
2,3729,Rural,9,1,903580
5,1851,Suburb,34,3,292318
2,3127,Rural,2,2,158452
4,1258,City,29,1,791295
3,1355,Suburb,23,2,353670
3,2834,Rural,28,2,444058
4,3988,Rural,27,1,51783
4,1622,Suburb,38,1,824412
3,3029,Suburb,22,3,966980
4,2277,City,19,2,275683
2,846,City,5,2,942526
3,1954,Rural,7,3,775515
3,2445,Rural,17,2,633244
5,1529,City,50,3,697415
2,2732,City,4,1,740693
2,1138,Rural,11,1,528786
1,3894,City,16,1,776463
5,1231,Rural,40,2,307137
4,2474,Suburb,31,1,642900
3,2384,City,13,3,455667
5,3134,City,42,3,388442
1,3939,Rural,35,3,223276
1,1999,Suburb,37,3,720568
2,1725,Rural,15,2,92235
3,2258,City,38,1,212377
1,2797,Suburb,32,2,663565
4,2893,Rural,9,2,239328
2,3704,Rural,49,2,209780
5,1644,City,12,1,729915
3,1003,City,36,1,462838
2,2115,City,16,3,177123
5,3270,City,17,1,73831
1,866,City,9,1,229872
1,3784,Suburb,16,1,695333
2,2153,City,24,2,923112
1,3304,Rural,49,3,723787
2,1450,Suburb,26,2,141398
4,3377,Rural,45,3,436526
1,2993,City,20,1,282195
3,3376,City,19,1,313186
1,901,Rural,24,2,167448
3,1897,Suburb,30,1,555977
2,2469,Suburb,8,1,904517
3,3119,City,20,2,955416
1,3125,City,6,2,301275
5,3778,Rural,6,2,569030
2,2462,Suburb,43,2,346591
3,3776,Suburb,45,2,569010
1,1590,Rural,3,2,635526
1,2985,Suburb,44,1,646406
4,2607,City,48,1,390325
4,3248,Suburb,16,3,668897
5,2234,Rural,38,2,488424
2,3723,Rural,9,3,374077
4,1459,City,21,1,466441
5,3360,City,13,1,434750
3,3725,Rural,1,2,595943
2,3005,Suburb,22,3,277870
2,1823,City,33,2,262709
4,2594,City,3,2,412697
2,3548,Suburb,6,1,237750
5,3637,Suburb,32,3,694662
2,2439,Suburb,13,1,203405
1,3282,Rural,24,1,476079
5,3509,City,14,1,767539
5,2021,Suburb,25,1,210882
2,1426,City,10,3,909604
2,1120,City,48,1,87605
4,1383,Rural,12,1,91484
1,2049,City,23,3,437337
4,3699,Suburb,31,2,817962
2,2204,Rural,11,1,690931
1,3751,Rural,36,3,137999
3,1752,Rural,23,3,768215
4,1462,City,45,2,590643
2,1128,Suburb,43,3,84293
5,3936,Suburb,21,1,264430
5,1530,Suburb,33,3,296764
2,3765,City,27,3,235008
3,1872,City,27,2,158571
3,3586,City,46,3,331315
1,1388,City,9,3,600499
5,2386,City,17,2,428048
3,3732,City,15,1,173778
4,1153,Rural,6,2,435294
3,3468,Rural,46,3,355123
4,3710,Rural,10,1,969047
5,940,Rural,15,2,756036
4,2287,Rural,28,3,836467
2,2127,City,20,3,410087
4,2240,Suburb,47,3,59729
2,3587,Suburb,31,2,926053
3,1267,Suburb,10,2,322589
2,1678,City,36,3,51062
5,1469,Suburb,10,3,677613
5,1545,Suburb,12,3,985075
4,3908,City,39,1,857088
5,3389,Suburb,50,3,518267
1,3430,Rural,16,1,172406
4,2164,Suburb,45,1,938922
1,1138,Rural,43,3,711627
5,873,City,15,2,82269
3,3947,Suburb,14,1,93931
3,3035,City,26,3,748468
5,3210,Rural,23,3,306669
3,2045,Rural,21,3,167639
3,1943,Suburb,27,2,685988
5,1801,Rural,31,2,871533
5,3568,City,32,1,361392
1,1025,Suburb,48,1,281658
2,1879,Suburb,33,1,573782
1,1865,Rural,8,2,694160
4,2130,Rural,44,3,331430
4,3223,City,28,2,678514
3,1978,City,35,3,513315
4,3235,City,10,1,345972
3,2736,Rural,30,1,934981
5,3297,Rural,20,3,291933
2,1421,City,26,2,422463
5,2777,City,30,2,275286
5,2024,Suburb,45,2,643757
5,3788,City,44,3,408290
3,1427,Suburb,19,1,303958
3,1398,Rural,26,2,183981
2,1565,City,32,3,759722
5,2187,Suburb,40,2,507210
2,3835,City,22,3,246107
3,3109,Suburb,3,3,629364
5,1469,City,26,1,912762
2,2954,City,2,1,440992
4,2635,City,35,2,793492
5,2259,Rural,21,1,856693
4,1789,City,44,2,983474
4,1503,City,46,3,881103
1,3544,Suburb,7,1,116966
5,2055,Suburb,19,3,218700
2,3251,Rural,16,2,443027
2,3198,Suburb,25,2,513841
2,1460,City,31,2,934101
4,3015,City,2,2,515490
5,2736,Suburb,11,1,430464
1,1295,Rural,40,2,313842
3,1285,Rural,14,1,456969
1,2933,Suburb,30,2,206917
2,1482,Suburb,45,2,420373
1,3936,City,24,1,376460
4,1498,Rural,6,3,526602
2,3372,Suburb,3,3,564430
1,1254,City,19,1,959284
1,2698,City,33,2,533214
3,3248,Rural,26,1,391609
2,942,Rural,6,2,468646
3,861,Suburb,16,1,761292
2,2450,Suburb,39,1,556827
3,1085,Rural,39,1,671448
1,1617,Rural,17,2,754966
4,947,City,10,3,506782
3,1845,Rural,32,3,447012
2,1720,City,43,1,266237
5,3956,Suburb,46,3,68085
5,3069,Rural,24,3,618761
3,1427,Suburb,9,2,134089
1,1350,City,36,3,924839
3,1381,Suburb,25,2,835941
4,3441,City,30,2,674932
2,2472,Rural,10,2,722672
5,3022,Suburb,4,3,57931
2,2175,Rural,11,2,429803
2,3454,City,12,1,691081
3,3868,City,11,1,137996
1,1397,Rural,38,3,919118
2,1103,City,50,3,553623
1,3478,City,18,1,210823
4,3320,Suburb,31,2,285123
4,2646,Suburb,32,1,527954
1,3330,Rural,34,1,661999
3,2642,City,39,2,284620
3,3866,Suburb,31,1,436638
3,1451,Rural,43,3,402724
5,1183,City,25,1,922950
4,1471,Suburb,3,2,357637
4,1679,Rural,5,1,737869
2,1338,Suburb,23,2,627151
1,3268,City,41,1,339358
5,3848,Rural,19,2,126614
5,3994,Suburb,36,2,810732
2,3422,Suburb,30,3,816588
1,2101,Suburb,35,1,129754
3,2942,Suburb,21,3,52285
2,3681,Rural,48,3,879130
3,3085,City,35,2,198599
3,2261,City,23,2,931498
3,3771,City,17,2,377583
3,3148,Suburb,40,2,114048
4,1325,Suburb,39,2,861931
2,3762,Rural,35,3,150899
5,2709,Suburb,27,2,186250
1,3683,Rural,35,1,919070
4,3894,Suburb,33,1,344595
2,3856,Rural,26,2,362423
3,2203,Rural,33,1,906926
4,2564,Suburb,49,2,87093
1,1935,Rural,45,3,240577
3,3635,Suburb,45,3,966042
2,919,City,1,2,319916
4,1278,Suburb,26,2,745999
3,1110,Rural,23,3,332928
4,3504,Rural,49,1,953153
3,2479,Suburb,30,3,104830
3,3006,City,37,1,488731
3,1056,Suburb,28,1,668083
4,1738,Rural,29,1,450392
5,816,City,17,1,517340
1,1527,Rural,9,3,372344
4,2288,Suburb,17,3,790835
2,1004,Suburb,35,2,934416
1,3676,Suburb,37,2,635228
1,3534,City,47,2,234609
3,1248,Rural,33,1,478723
2,2453,Suburb,23,1,455499
4,3351,Suburb,22,1,632890
3,3466,Rural,44,3,97388
2,3726,City,33,3,213149
2,1056,Suburb,43,2,740500
1,3515,Suburb,32,3,203353
2,2370,Rural,39,2,940286
5,1334,Rural,46,2,239056
2,1664,City,2,3,926356
5,3852,City,47,1,543674
3,1511,Suburb,3,2,350591
4,2957,Suburb,28,3,66983
4,2172,Suburb,10,3,954890
5,960,City,50,1,905823
1,1921,Suburb,29,3,996155
4,1721,Suburb,22,1,468258
2,1174,Rural,37,1,553082
4,2481,City,19,3,535106
3,3970,Suburb,39,2,629810
2,1060,Rural,39,1,746252
3,3279,Rural,13,2,811829
4,1820,Rural,18,1,855871
1,3922,Rural,35,1,226142
2,1228,City,37,3,481678
3,2957,Rural,36,3,176043
5,3574,Suburb,25,3,115159
3,827,Rural,49,3,56972
5,3802,City,29,3,931303
5,2144,City,41,1,253906
1,3284,Suburb,25,2,783875
5,2326,Rural,35,1,576481
2,948,Suburb,40,3,363537
4,3160,City,29,1,657529
3,3827,City,31,3,909887
2,2622,Suburb,24,3,632824
5,3900,Rural,49,3,940892
2,3968,City,6,1,735894
2,2619,City,6,1,976635
1,2127,City,34,3,925710
5,1279,City,35,2,162489
2,2654,Suburb,36,2,310766
3,1540,City,50,3,356483
1,3690,Rural,20,2,127101
2,3209,Suburb,46,2,526189
3,2398,City,21,1,756085
3,3851,City,25,1,758527
5,1084,City,44,2,948010
2,3294,Rural,28,2,342430
5,2843,City,40,1,381196
3,1514,City,14,1,483747
2,1704,Rural,21,2,516943
5,2466,City,47,2,550569
5,861,Rural,39,1,474296
4,2494,Suburb,43,3,854678
1,2962,Suburb,43,2,365944
3,3721,Suburb,7,1,843532
3,1003,City,25,3,678151
5,3633,City,17,3,287780
3,2229,Suburb,8,1,671533
3,2886,Rural,19,2,885331
2,3056,Suburb,24,1,941353
4,3288,City,19,1,319445
2,1394,Suburb,39,1,697536
2,2508,Rural,49,2,382265
3,3653,Rural,30,3,508604
3,2699,Suburb,45,1,117102
3,2296,City,50,3,402125
2,3276,Rural,29,2,650793
2,3980,City,23,2,775047
4,2665,Suburb,2,1,829991
5,2311,Rural,23,2,301195
2,1029,Suburb,19,2,193582
3,3919,City,14,3,944597
2,2960,Suburb,48,1,947252
1,2165,City,28,1,805433
2,2654,Suburb,41,3,798762
2,1436,Suburb,49,2,386811
1,2894,Suburb,22,3,718852
4,1772,City,3,1,504510
2,899,Suburb,20,1,600157
1,2129,Rural,42,1,136763
1,2348,Rural,42,3,61757
1,3216,Rural,8,3,827432
4,822,Suburb,5,2,215179
1,1921,Rural,3,3,777693
5,2540,Rural,36,3,124824
3,1318,City,14,2,820245
5,2827,Suburb,45,3,981770
2,3317,Suburb,50,2,653432
4,1229,City,29,3,824295
4,1964,Rural,39,1,945754
4,1179,City,5,1,123538
2,2187,City,39,3,536951
1,2381,Suburb,12,2,758208
2,1998,Rural,7,3,610138
1,1904,City,16,2,574592
1,2749,Rural,1,2,592738
5,2577,Rural,28,1,963773
1,1469,Suburb,35,1,798913
2,2721,Rural,48,3,802287
1,2974,Rural,35,3,574174
2,3419,City,2,2,369166
4,3842,City,22,3,854626
5,3132,City,26,1,341754
1,2006,Suburb,6,1,889879
4,2185,Rural,41,2,607442
4,3890,Suburb,24,2,644891
2,892,Rural,19,3,949458
4,937,Suburb,28,1,211700
4,1025,Suburb,39,3,740747
1,3384,Rural,13,1,926925
3,1015,City,22,3,734954
1,2461,Suburb,34,2,316262
3,3041,Rural,46,1,163365
4,1932,City,9,3,475578
3,3340,City,2,3,406507
4,3304,Rural,29,2,95087
1,2558,Rural,47,3,630287
2,3131,Rural,32,3,208832
3,3387,Rural,6,1,308339
5,2320,City,32,2,986437
2,1260,City,39,3,472604
3,1793,Suburb,18,2,457438
4,1489,Rural,46,1,664722
4,1129,City,35,1,210374
4,3898,Rural,28,2,563720
4,973,Suburb,13,2,649550
4,3494,Suburb,37,3,75733
1,2286,Suburb,23,2,339558
3,1399,Suburb,33,2,401992
2,1001,City,23,3,384444
3,2338,Rural,11,1,486276
3,2193,Suburb,45,2,234214
1,3668,Rural,49,1,618318
1,3716,Rural,18,2,743214
4,2578,City,7,2,420670
4,2820,Rural,43,2,91337
3,2502,Suburb,40,3,508711
1,3443,Rural,43,3,249145
2,3550,Rural,26,3,603660
3,3677,Suburb,37,2,437233
1,2748,Rural,34,3,398799
3,2674,Suburb,49,1,654722
1,2078,City,27,2,321444
3,2912,Suburb,21,2,872230
2,2426,Rural,20,2,767083
1,2300,Suburb,1,3,466307
5,2974,Rural,37,3,753100
4,2526,City,30,2,988727
1,1117,Rural,13,1,236458
3,2859,Suburb,40,1,397418
4,2362,Suburb,38,1,364794
